step,Transaction Type ,Amount of Transaction (SGD),Transaction ID ,Beginning Balance ,Ending Balance ,Recipient ID,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
5,PAYMENT,1438.63,C853972908,9931.02,8492.39,M946260334,0,0,0,0
5,PAYMENT,1925.08,C606061176,50195,48269.92,M1551301860,0,0,0,0
5,PAYMENT,2057.11,C1521179441,362,0,M1409864883,0,0,0,0
5,PAYMENT,2224.41,C249483336,456004.22,453779.81,M1705282731,0,0,0,0
5,CASH_OUT,272045.87,C1700143613,453779.81,181733.94,C977993101,690691.73,962737.6,0,0
5,PAYMENT,2515.55,C2011815080,151162,148646.45,M265096845,0,0,0,0
5,PAYMENT,2803.61,C1313671691,148646.45,145842.84,M440435702,0,0,0,0
5,PAYMENT,8847.07,C603259018,145842.84,136995.77,M1152113439,0,0,0,0
5,PAYMENT,5089.69,C1645251795,5894,804.31,M2094132308,0,0,0,0
5,PAYMENT,27655.2,C2007716372,804.31,0,M1833045213,0,0,0,0
5,PAYMENT,4754.82,C198341554,105213,100458.18,M2014481872,0,0,0,0
5,TRANSFER,132427.3,C1426344756,40217,0,C380242442,0,132427.3,0,0
5,CASH_OUT,180009.7,C685605293,0,0,C1922859107,429475.91,609485.61,0,0
5,PAYMENT,852.95,C805976295,51484,50631.05,M1553616699,0,0,0,0
5,PAYMENT,4392.73,C733012599,11470,7077.27,M1864683077,0,0,0,0
5,TRANSFER,268571.64,C243801670,7077.27,0,C787033725,435950.07,646196.83,0,0
5,PAYMENT,8479.04,C6650683,333,0,M753570330,0,0,0,0
5,PAYMENT,3833.36,C1702180644,3137,0,M734097378,0,0,0,0
5,TRANSFER,134294.1,C14050562,138,0,C191614132,10768.1,145062.2,0,0
5,DEBIT,3092.94,C2018794816,33476,30383.06,C153950082,15680.93,18773.87,0,0
5,PAYMENT,30981.44,C877959545,30383.06,0,M340418158,0,0,0,0
5,PAYMENT,4532.37,C654821264,5098,565.63,M2112036973,0,0,0,0
5,PAYMENT,3016.29,C1844240889,565.63,0,M731081476,0,0,0,0
5,PAYMENT,1903.52,C850465441,64497,62593.48,M1446362322,0,0,0,0
5,TRANSFER,72825.75,C1549565124,6038,0,C660143728,31280.33,160577.57,0,0
5,PAYMENT,4026.05,C1814554368,10834,6807.95,M1455019071,0,0,0,0
5,DEBIT,2298.7,C764490006,29723,27424.3,C757257137,38799.34,41098.04,0,0
5,PAYMENT,263.87,C303354428,25188,24924.13,M1096296601,0,0,0,0
5,PAYMENT,7798.4,C1498944673,19889,12090.6,M2112194333,0,0,0,0
5,PAYMENT,4112.38,C1238642607,16261,12148.62,M1229511404,0,0,0,0
5,PAYMENT,6204.45,C1345069688,203281,197076.55,M18913807,0,0,0,0
5,PAYMENT,1754.73,C1767994579,42560,40805.27,M1718705321,0,0,0,0
5,PAYMENT,2976.65,C1467981309,61243,58266.35,M1376425471,0,0,0,0
5,PAYMENT,3770.26,C816821377,36731,32960.74,M1549218345,0,0,0,0
5,CASH_OUT,220070.01,C2012011563,32960.74,0,C1899073220,3068761.77,3288831.78,0,0
5,PAYMENT,4704,C1901009476,37758,33054,M1007264592,0,0,0,0
5,TRANSFER,56471.48,C1495931010,312830,256358.52,C660143728,104106.08,160577.57,0,0
5,PAYMENT,1534.11,C1211533832,80274,78739.89,M1101149296,0,0,0,0
5,PAYMENT,4562.21,C817896503,78739.89,74177.67,M967306405,0,0,0,0
5,PAYMENT,1901.5,C1170032467,74177.67,72276.18,M359463456,0,0,0,0
5,PAYMENT,15211.91,C637365534,72276.18,57064.27,M590966720,0,0,0,0
5,PAYMENT,32876.85,C202453803,57064.27,24187.42,M2120115571,0,0,0,0
5,PAYMENT,2883.1,C805659195,24187.42,21304.32,M1487559828,0,0,0,0
5,PAYMENT,38371.41,C1562883265,21304.32,0,M1356806123,0,0,0,0
5,PAYMENT,19561.11,C1263567729,0,0,M1091844211,0,0,0,0
5,PAYMENT,9452.85,C569707820,0,0,M146540182,0,0,0,0
5,PAYMENT,16780.75,C1194870779,0,0,M655304911,0,0,0,0
5,PAYMENT,20526.64,C773512559,0,0,M1182463628,0,0,0,0
5,PAYMENT,4477.03,C1131963943,0,0,M493844439,0,0,0,0
5,PAYMENT,17390.17,C1709580464,0,0,M1958310934,0,0,0,0
5,PAYMENT,27401.26,C1953529336,0,0,M315059566,0,0,0,0
5,PAYMENT,7414.66,C1181756454,0,0,M2035743034,0,0,0,0
5,PAYMENT,18850.92,C238998613,0,0,M666596577,0,0,0,0
5,PAYMENT,11430.59,C1617784108,0,0,M775739186,0,0,0,0
5,PAYMENT,1766.71,C1457005276,0,0,M716724378,0,0,0,0
5,PAYMENT,7632.13,C565658860,31257,23624.87,M1769640623,0,0,0,0
5,PAYMENT,2261.59,C2124645278,11748,9486.41,M381118552,0,0,0,0
5,PAYMENT,3.75,C222088774,51376,51372.25,M820959908,0,0,0,0
5,PAYMENT,4408.24,C1387462740,55772,51363.76,M2137741298,0,0,0,0
5,PAYMENT,3117.04,C340715687,704521.71,701404.67,M1387473776,0,0,0,0
5,CASH_OUT,55207.84,C415768786,701404.67,646196.83,C716083600,1368603.53,1423811.37,0,0
5,PAYMENT,4962,C1027158270,197.55,0,M1582427182,0,0,0,0
5,PAYMENT,12479.16,C368223295,0,0,M1281743075,0,0,0,0
5,PAYMENT,7464.54,C942649169,1472,0,M1775113446,0,0,0,0
5,PAYMENT,5820.27,C1771935420,11545,5724.73,M190704044,0,0,0,0
5,PAYMENT,472.63,C1322093233,18173,17700.37,M1472057002,0,0,0,0
5,PAYMENT,12986.85,C1385208471,17700.37,4713.51,M920914400,0,0,0,0
5,PAYMENT,3590.58,C341742991,15803,12212.42,M758104368,0,0,0,0
5,PAYMENT,24921.84,C2076029472,12212.42,0,M1828724670,0,0,0,0
5,TRANSFER,145374.18,C219286908,34060,0,C54617902,12996.44,158370.61,0,0
5,PAYMENT,3401.12,C1592228783,7065,3663.88,M1214115553,0,0,0,0
5,PAYMENT,9080.77,C634250683,72543,63462.23,M950625683,0,0,0,0
5,PAYMENT,1648.13,C1576422186,10279,8630.87,M2063309971,0,0,0,0
5,PAYMENT,7792.99,C819027530,8630.87,837.89,M1135026238,0,0,0,0
5,PAYMENT,491.11,C744983675,70925,70433.89,M173965920,0,0,0,0
5,PAYMENT,325.72,C818396783,13845,13519.28,M1251724953,0,0,0,0
5,CASH_OUT,190944.55,C1510967269,13519.28,0,C173783788,227513.56,418458.11,0,0
5,DEBIT,2065.17,C607929158,19545,17479.83,C1458849419,40975.4,43040.57,0,0
5,PAYMENT,1894.12,C688239976,11736,9841.88,M1040079319,0,0,0,0
5,PAYMENT,437.22,C468238626,66563,66125.78,M1560844138,0,0,0,0
5,PAYMENT,5210.66,C1503844182,51132,45921.34,M375201108,0,0,0,0
5,PAYMENT,3897.56,C1273048940,3881,0,M1389056701,0,0,0,0
5,PAYMENT,25.08,C488388565,21558,21532.92,M1666530975,0,0,0,0
5,PAYMENT,2574.1,C683005404,726,0,M1082073129,0,0,0,0
5,PAYMENT,3920.64,C1996620584,52213,48292.36,M1173015408,0,0,0,0
5,PAYMENT,1288.03,C1131932964,1086,0,M2050024203,0,0,0,0
5,DEBIT,3768.1,C499950630,65148,61379.9,C831775261,10717,1772.04,0,0
5,PAYMENT,905.86,C242113956,20018,19112.14,M1913425792,0,0,0,0
5,PAYMENT,1744.46,C257495665,40919,39174.54,M2009885224,0,0,0,0
5,PAYMENT,4433.42,C187931144,30489,26055.58,M492135521,0,0,0,0
5,PAYMENT,29762.68,C1515730720,26055.58,0,M1322359657,0,0,0,0
5,PAYMENT,9531.19,C1504033633,19001.72,9470.53,M1868933720,0,0,0,0
5,PAYMENT,628.34,C1956602275,9470.53,8842.18,M920102538,0,0,0,0
5,PAYMENT,10256.09,C1121811842,8842.18,0,M2636011,0,0,0,0
5,PAYMENT,7587.2,C263574324,30512,22924.8,M73254846,0,0,0,0
5,CASH_OUT,78115.81,C759536602,22924.8,0,C726762476,86375.65,164491.46,0,0
5,TRANSFER,97661.94,C1827344889,29749,0,C407757655,40662,0,0,0
5,PAYMENT,4835.01,C1298547491,0,0,M669781254,0,0,0,0
5,DEBIT,1857.79,C645323114,11581.21,9723.42,C1877453512,118276.63,120134.42,0,0
5,PAYMENT,5451.3,C304504964,9723.42,4272.12,M1839613624,0,0,0,0
5,PAYMENT,1021.03,C711320119,4272.12,3251.09,M977847192,0,0,0,0
5,PAYMENT,5105.68,C457942549,3251.09,0,M1141354562,0,0,0,0
5,PAYMENT,2750.32,C1106675375,0,0,M1038014730,0,0,0,0
5,PAYMENT,7865.47,C2078518186,0,0,M44007732,0,0,0,0
5,PAYMENT,2813.24,C2007608374,0,0,M1014250816,0,0,0,0
5,PAYMENT,13826.77,C1521250207,0,0,M608486367,0,0,0,0
5,PAYMENT,47001.52,C515244925,0,0,M53851094,0,0,0,0
5,PAYMENT,11470.25,C979166392,0,0,M948208151,0,0,0,0
5,PAYMENT,12417.59,C369611665,0,0,M948070788,0,0,0,0
5,PAYMENT,9204.89,C1696998152,0,0,M2033090945,0,0,0,0
5,PAYMENT,2014.68,C1360879214,0,0,M2054738816,0,0,0,0
5,PAYMENT,9405.76,C772968868,0,0,M599601006,0,0,0,0
5,PAYMENT,8020.86,C417917785,0,0,M607178519,0,0,0,0
5,PAYMENT,5580.15,C513144196,0,0,M1419345767,0,0,0,0
5,PAYMENT,15150.82,C200598670,0,0,M698272400,0,0,0,0
5,PAYMENT,5272.65,C412496882,0,0,M124454336,0,0,0,0
5,PAYMENT,3265.5,C731332919,0,0,M1946338463,0,0,0,0
5,PAYMENT,2499.52,C1562533966,0,0,M37235503,0,0,0,0
5,PAYMENT,26672.44,C322391206,0,0,M1903379555,0,0,0,0
5,PAYMENT,3581.86,C1058892307,0,0,M2092912524,0,0,0,0
5,PAYMENT,1324.06,C1438936769,0,0,M1056925766,0,0,0,0
5,PAYMENT,3202.12,C1793511544,0,0,M1822634375,0,0,0,0
5,PAYMENT,7269.69,C443021492,1049,0,M1595870950,0,0,0,0
5,PAYMENT,6078.4,C52850797,24510,18431.6,M1996248711,0,0,0,0
5,PAYMENT,4871.03,C1409004212,29753.41,24882.38,M1949625875,0,0,0,0
5,PAYMENT,14976.04,C1151421920,24882.38,9906.33,M1358787485,0,0,0,0
5,PAYMENT,2315.6,C1578964260,1955,0,M218770562,0,0,0,0
5,PAYMENT,3287.08,C1124773518,28574,25286.92,M2018528489,0,0,0,0
5,PAYMENT,4235.23,C1314050802,23405,19169.77,M308316550,0,0,0,0
5,CASH_OUT,101921.8,C76032922,19169.77,0,C1983747920,244180.06,874685.77,0,0
5,CASH_OUT,135550.07,C2126842086,0,0,C1870252780,6434071.39,8598427.92,0,0
5,PAYMENT,4573.24,C651726990,1936,0,M820117866,0,0,0,0
5,PAYMENT,5905.54,C1978869783,0,0,M598183031,0,0,0,0
5,DEBIT,665.37,C1092170861,60311,59645.63,C2094777811,13707.11,14372.48,0,0
5,DEBIT,1674.09,C1641059445,19634,17959.91,C146305349,198248.07,305398.63,0,0
5,PAYMENT,4762.15,C219130824,51365,46602.85,M315902506,0,0,0,0
5,PAYMENT,307.63,C442940993,99266,98958.37,M2138104388,0,0,0,0
5,PAYMENT,3247.56,C265373577,126404,123156.44,M1063573827,0,0,0,0
5,PAYMENT,2949.77,C274725976,164,0,M1749372629,0,0,0,0
5,PAYMENT,4251.15,C1831711067,179896,175644.85,M1956303740,0,0,0,0
5,PAYMENT,5200,C457727115,53072,47872,M1505331921,0,0,0,0
5,PAYMENT,3367.42,C1495162836,10388,7020.58,M2076014264,0,0,0,0
5,CASH_OUT,41624.47,C575197504,7020.58,0,C1235151206,196087.14,69876.14,0,0
5,PAYMENT,3032.27,C934426842,15482,12449.73,M477700359,0,0,0,0
5,PAYMENT,17410.74,C216112262,12449.73,0,M1749524107,0,0,0,0
5,PAYMENT,8908.26,C1318395825,0,0,M456228477,0,0,0,0
5,PAYMENT,1122.73,C464831537,10137,9014.27,M1339273738,0,0,0,0
5,PAYMENT,17356.69,C693982422,9014.27,0,M965674262,0,0,0,0
5,PAYMENT,914.59,C78109530,311960,311045.41,M1454795302,0,0,0,0
5,PAYMENT,617.25,C361656258,127367.99,126750.74,M1416134608,0,0,0,0
5,CASH_OUT,48516.52,C1856963340,126750.74,78234.23,C2134357721,50620.17,99136.69,0,0
5,CASH_OUT,305121.53,C187540389,78234.23,0,C932583850,6932092.15,6724357.4,0,0
5,CASH_OUT,268894.02,C1840987517,0,0,C1870252780,6569621.46,8598427.92,0,0
5,CASH_OUT,233312.83,C2050640357,0,0,C1983747920,346101.86,874685.77,0,0
5,CASH_OUT,198384.26,C1813742285,0,0,C932583850,7237213.68,6724357.4,0,0
5,CASH_OUT,311282.8,C181220448,0,0,C716083600,1423811.37,1848371.68,0,0
5,PAYMENT,7654.41,C1051304081,14609,6954.59,M385131456,0,0,0,0
5,PAYMENT,2376.34,C642340409,62734,60357.66,M1170475172,0,0,0,0
5,PAYMENT,10122.53,C916100517,60357.66,50235.13,M88332821,0,0,0,0
5,TRANSFER,10119.47,C1775746074,10119.47,0,C746009679,0,0,1,0
5,CASH_OUT,10119.47,C213063852,10119.47,0,C922511709,0,10119.47,1,0
5,PAYMENT,4103.27,C1852212002,217,0,M1978560393,0,0,0,0
5,PAYMENT,5835.81,C554515010,10800,4964.19,M896475319,0,0,0,0
5,PAYMENT,925.48,C1867176619,453877,452951.52,M1776186092,0,0,0,0
5,PAYMENT,7543.1,C566860479,136506,128962.9,M1836018857,0,0,0,0
5,PAYMENT,3159.86,C1414097965,93516,90356.14,M1310342490,0,0,0,0
5,PAYMENT,240.78,C594233924,6125,5884.22,M905404580,0,0,0,0
5,CASH_OUT,366300.87,C717249075,5884.22,0,C1446521801,4670978.14,6525826.68,0,0
5,CASH_OUT,33985.61,C900682460,0,0,C997608398,124042.91,6192.55,0,0
5,CASH_OUT,439930.78,C1290733383,0,0,C1916720513,6273057.64,6760548.76,0,0
5,CASH_OUT,218549.38,C1108589630,0,0,C1167066016,455191.58,576353.3,0,0
5,CASH_OUT,498990.17,C1789552525,0,0,C1782113663,906564.46,1477358.35,0,0
5,CASH_OUT,134175.79,C635236790,0,0,C1721246982,876481.82,1515372.59,0,0
5,CASH_OUT,70830.43,C289214325,0,0,C1339858954,156003.57,6100.96,0,0
5,CASH_OUT,293520.06,C1309713184,0,0,C453211571,5174801.52,5950433.65,0,0
5,CASH_OUT,247454.42,C2000630624,0,0,C1504109395,1640678.66,2554285.76,0,0
5,CASH_OUT,182374.61,C892091760,0,0,C665576141,5766644.71,5954556.4,0,0
5,CASH_OUT,183088.01,C1276365319,0,0,C1167066016,673740.96,576353.3,0,0
5,CASH_OUT,278809.45,C131168518,0,0,C665576141,5949019.31,5954556.4,0,0
5,CASH_OUT,83160.08,C159116975,0,0,C306206744,7129559.36,6778202,0,0
5,CASH_OUT,122729.64,C1567135053,0,0,C248609774,6393139.71,6739716.03,0,0
5,CASH_OUT,127127.67,C259604245,0,0,C1750563752,298682.8,160101.66,0,0
5,TRANSFER,97544.43,C65830581,87120,0,C2113748097,0,97544.43,0,0
5,PAYMENT,3967.71,C1429530353,16825,12857.29,M1282393063,0,0,0,0
5,CASH_OUT,269130.7,C178838760,12857.29,0,C1870252780,6838515.48,8598427.92,0,0
5,CASH_OUT,31963.29,C1792086750,0,0,C54617902,158370.61,115108.49,0,0
5,CASH_OUT,137497.97,C413168155,0,0,C423583818,235997.12,94873.55,0,0
5,CASH_OUT,89569.75,C719518227,0,0,C380242442,132427.3,19525.79,0,0
5,CASH_OUT,286878.98,C1726032955,0,0,C801142660,1273212.87,2081530.01,0,0
5,CASH_OUT,521438.17,C71599579,0,0,C801142660,1560091.84,2081530.01,0,0
5,CASH_OUT,141799.28,C527372258,0,0,C33524623,289908.33,126232.09,0,0
5,CASH_OUT,101332.45,C576736382,0,0,C728885526,231016.85,345283.88,0,0
5,CASH_OUT,297734.01,C1301228797,0,0,C1477979030,355036,9113630.99,0,0
5,CASH_OUT,105095.1,C1833239242,0,0,C1394526584,169941.73,618730.52,0,0
5,PAYMENT,5830.2,C179437727,16232,10401.8,M705801739,0,0,0,0
5,PAYMENT,612.19,C508397424,30365,29752.81,M1532728609,0,0,0,0
5,PAYMENT,920.12,C1106755629,14969,14048.88,M1714507758,0,0,0,0
6,PAYMENT,4964.82,C347419231,5676,711.18,M322981749,0,0,0,0
6,PAYMENT,1993.69,C1825112984,711.18,0,M7040976,0,0,0,0
6,PAYMENT,4466.25,C1030849096,45837,41370.75,M752572788,0,0,0,0
6,PAYMENT,3092.92,C145382068,41370.75,38277.84,M1407492510,0,0,0,0
6,PAYMENT,3440.78,C1647708776,11264,7823.22,M340852643,0,0,0,0
6,PAYMENT,26643.14,C1316317287,19898,0,M954976358,0,0,0,0
6,PAYMENT,12048.52,C1792864345,11252,0,M2036508486,0,0,0,0
6,PAYMENT,2125.09,C473030237,114,0,M2055183685,0,0,0,0
6,CASH_OUT,229790.53,C1999434859,0,0,C991505714,1695079.69,1924870.22,0,0
6,PAYMENT,2892.49,C462959967,132856,129963.51,M155833159,0,0,0,0
6,PAYMENT,8940.39,C257614494,122,0,M533053618,0,0,0,0
6,PAYMENT,15455.85,C1168981208,27793,12337.15,M45681857,0,0,0,0
6,PAYMENT,12848.12,C1513046042,1053,0,M1809767357,0,0,0,0
6,PAYMENT,352.7,C1203331554,0,0,M221033168,0,0,0,0
6,PAYMENT,10296.83,C757271807,0,0,M817707477,0,0,0,0
6,PAYMENT,13597.47,C1015539793,0,0,M1414883107,0,0,0,0
6,PAYMENT,7341.98,C1629805986,8458,1116.02,M940454850,0,0,0,0
6,DEBIT,1556.49,C1003000306,22131,20574.51,C1917025677,61994.82,63551.31,0,0
6,PAYMENT,385.39,C1146848727,20574.51,20189.12,M64330035,0,0,0,0
6,PAYMENT,8545.54,C1242315432,20189.12,11643.58,M892626202,0,0,0,0
6,PAYMENT,7993.75,C760822614,11643.58,3649.83,M40514511,0,0,0,0
6,PAYMENT,27202.42,C689471568,3649.83,0,M1058155740,0,0,0,0
6,PAYMENT,18666.07,C1542792163,0,0,M148018969,0,0,0,0
6,PAYMENT,20112.79,C1696963667,0,0,M1275013351,0,0,0,0
6,PAYMENT,16419.57,C971497536,0,0,M630313530,0,0,0,0
6,PAYMENT,5060.44,C1813976543,0,0,M1586868395,0,0,0,0
6,PAYMENT,1031.66,C1484177113,0,0,M1943910383,0,0,0,0
6,PAYMENT,7285.68,C1744369062,0,0,M337314074,0,0,0,0
6,PAYMENT,1200.57,C2037835062,0,0,M1728726840,0,0,0,0
6,PAYMENT,8335.65,C1207950266,0,0,M195035534,0,0,0,0
6,PAYMENT,12798.82,C1160845977,0,0,M1882695296,0,0,0,0
6,PAYMENT,6771.54,C1227653431,0,0,M1108039149,0,0,0,0
6,PAYMENT,2223.47,C253983463,0,0,M1122885157,0,0,0,0
6,PAYMENT,10219.4,C1877334646,0,0,M2010734170,0,0,0,0
6,PAYMENT,24342.09,C1664738820,0,0,M1334378672,0,0,0,0
6,PAYMENT,7338.27,C243156317,0,0,M870900038,0,0,0,0
6,PAYMENT,1440.1,C525154553,0,0,M407254816,0,0,0,0
6,PAYMENT,2824.15,C1693375960,0,0,M284746450,0,0,0,0
6,PAYMENT,7868.21,C1711573700,0,0,M1330798099,0,0,0,0
6,PAYMENT,8069.14,C1564494396,0,0,M184147252,0,0,0,0
6,PAYMENT,4074.95,C1214850053,0,0,M353786333,0,0,0,0
6,PAYMENT,6445.27,C1247338729,0,0,M244090091,0,0,0,0
6,CASH_IN,93355.27,C256167987,30333,123688.27,C193625667,0,0,0,0
6,PAYMENT,5580.15,C675002551,123688.27,118108.12,M636050161,0,0,0,0
6,PAYMENT,11192.72,C1336420731,104417,93224.28,M1715781109,0,0,0,0
6,PAYMENT,18540.96,C332357514,20939,2398.04,M2090770896,0,0,0,0
6,PAYMENT,32012.74,C1928572105,388356,356343.26,M832248951,0,0,0,0
6,PAYMENT,5393.37,C1480668865,567,0,M1373146168,0,0,0,0
6,PAYMENT,30042.12,C1050867502,116420,86377.88,M1471364137,0,0,0,0
6,PAYMENT,34209.42,C102100768,162,0,M322505366,0,0,0,0
6,PAYMENT,11436.26,C982226008,0,0,M1956095316,0,0,0,0
6,PAYMENT,20463.42,C1574057993,720,0,M107279519,0,0,0,0
6,PAYMENT,8191.6,C1621854559,14584,6392.4,M694103323,0,0,0,0
6,PAYMENT,3648.44,C1694587465,9984,6335.56,M1155566202,0,0,0,0
6,TRANSFER,33332.86,C2025652936,33332.86,0,C1662235713,0,0,1,0
6,CASH_OUT,33332.86,C685428529,33332.86,0,C1626759869,31002,0,1,0
6,PAYMENT,5469.25,C1206258545,30,0,M127269549,0,0,0,0
6,PAYMENT,21248.82,C397284309,31686,10437.18,M1777591638,0,0,0,0
6,PAYMENT,1936.85,C515495578,10437.18,8500.33,M911284082,0,0,0,0
6,PAYMENT,18083.03,C1367775958,9575,0,M665390309,0,0,0,0
6,PAYMENT,1819.34,C2012480396,0,0,M1235247239,0,0,0,0
6,PAYMENT,7302.26,C739574607,20869,13566.74,M1135930380,0,0,0,0
6,PAYMENT,28260.77,C344682389,10993,0,M1592099291,0,0,0,0
6,PAYMENT,5815.23,C1517223475,23701,17885.77,M1046396414,0,0,0,0
6,TRANSFER,118172.98,C1902545511,2229,0,C800281454,0,70485.36,0,0
6,PAYMENT,25765.4,C67053257,198066,172300.6,M785240035,0,0,0,0
6,PAYMENT,5655.12,C1706505865,19715,14059.88,M541568490,0,0,0,0
6,PAYMENT,565.14,C1525943877,14059.88,13494.74,M436625455,0,0,0,0
6,PAYMENT,1056.8,C1180245656,24844,23787.2,M1533854532,0,0,0,0
6,PAYMENT,243.62,C554723402,12094,11850.38,M138306399,0,0,0,0
6,PAYMENT,7712.64,C102564126,26720,19007.36,M995529850,0,0,0,0
6,PAYMENT,18726.7,C421984610,542,0,M1652114818,0,0,0,0
6,PAYMENT,20123.79,C209890594,371618,351494.21,M66588044,0,0,0,0
6,PAYMENT,12703.55,C758843768,25403,12699.45,M96865288,0,0,0,0
6,PAYMENT,4424.31,C481577519,405068,400643.69,M1608757336,0,0,0,0
6,PAYMENT,51752.59,C711332373,173,0,M527826205,0,0,0,0
6,TRANSFER,627010.99,C556677614,0,0,C1838584624,4522760.62,8245234.16,0,0
6,TRANSFER,267962.57,C1670196451,0,0,C1675375648,347164,271152.52,0,0
6,PAYMENT,17172.65,C2036431933,5065,0,M1238166297,0,0,0,0
6,PAYMENT,8481.77,C427645575,22321,13839.23,M320706431,0,0,0,0
6,PAYMENT,3829,C1634697653,562,0,M1330981538,0,0,0,0
6,CASH_OUT,139845.98,C1016064173,0,0,C997608398,158028.52,6192.55,0,0
6,PAYMENT,9270.64,C1138107948,33725,24454.36,M1579775434,0,0,0,0
